tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0108558,movie,White Angel,White Angel,0,1994,\N,96,"Drama,Mystery,Thriller"
tt0109040,movie,Ace Ventura: Pet Detective,Ace Ventura: Pet Detective,0,1994,\N,86,Comedy
tt0109045,movie,"The Adventures of Priscilla, Queen of the Desert","The Adventures of Priscilla, Queen of the Desert",0,1994,\N,104,"Comedy,Music"
tt0109348,movie,Bullets Over Broadway,Bullets Over Broadway,0,1994,\N,98,"Comedy,Crime"
tt0109444,movie,Clear and Present Danger,Clear and Present Danger,0,1994,\N,141,"Action,Crime,Drama"
tt0109445,movie,Clerks,Clerks,0,1994,\N,92,Comedy
tt0109446,movie,The Client,The Client,0,1994,\N,119,"Crime,Drama,Mystery"
tt0109450,movie,Cobb,Cobb,0,1994,\N,128,"Biography,Drama,Sport"
tt0109456,movie,Color of Night,Color of Night,0,1994,\N,121,"Drama,Mystery,Romance"
tt0109506,movie,The Crow,The Crow,0,1994,\N,102,"Action,Crime,Drama"
tt0109642,movie,Dolores Claiborne,Dolores Claiborne,0,1995,\N,132,"Crime,Drama,Mystery"
tt0109686,movie,Dumb and Dumber,Dumb and Dumber,0,1994,\N,107,Comedy
tt0109707,movie,Ed Wood,Ed Wood,0,1994,\N,127,"Biography,Comedy,Drama"
tt0109770,movie,The Fantastic Four,The Fantastic Four,0,1994,\N,90,"Action,Adventure,Family"
tt0109813,movie,The Flintstones,The Flintstones,0,1994,\N,91,"Comedy,Family,Fantasy"
tt0109830,movie,Forrest Gump,Forrest Gump,0,1994,\N,142,"Drama,Romance"
tt0109836,movie,Frankenstein,Mary Shelley's Frankenstein,0,1994,\N,123,"Drama,Horror,Romance"
tt0110005,movie,Heavenly Creatures,Heavenly Creatures,0,1994,\N,99,"Biography,Crime,Drama"
tt0110074,movie,The Hudsucker Proxy,The Hudsucker Proxy,0,1994,\N,111,"Comedy,Drama,Fantasy"
tt0110097,movie,I'll Do Anything,I'll Do Anything,0,1994,\N,115,"Comedy,Drama"
tt0110148,movie,Interview with the Vampire: The Vampire Chronicles,Interview with the Vampire: The Vampire Chronicles,0,1994,\N,123,"Drama,Fantasy,Horror"
tt0110265,movie,Killing Zoe,Killing Zoe,0,1993,\N,96,"Crime,Thriller"
tt0110357,movie,The Lion King,The Lion King,0,1994,\N,88,"Adventure,Animation,Drama"
tt0110413,movie,Léon: The Professional,Léon,0,1994,\N,110,"Action,Crime,Drama"
tt0110475,movie,The Mask,The Mask,0,1994,\N,101,"Action,Comedy,Crime"
tt0110478,movie,Maverick,Maverick,0,1994,\N,127,"Action,Adventure,Comedy"
tt0110604,movie,Mute Witness,Mute Witness,0,1995,\N,95,"Crime,Horror,Thriller"
tt0110613,movie,My Girl 2,My Girl 2,0,1994,\N,99,"Comedy,Drama,Family"
tt0110632,movie,Natural Born Killers,Natural Born Killers,0,1994,\N,119,"Action,Crime,Romance"
tt0110737,movie,Only You,Only You,0,1994,\N,109,"Comedy,Romance"
tt0110912,movie,Pulp Fiction,Pulp Fiction,0,1994,\N,154,"Crime,Drama"
tt0110932,movie,Quiz Show,Quiz Show,0,1994,\N,133,"Biography,Drama,History"
tt0110955,movie,The Ref,The Ref,0,1994,\N,97,"Comedy,Crime,Drama"
tt0111127,movie,Serial Mom,Serial Mom,0,1994,\N,95,"Comedy,Crime,Thriller"
tt0111149,movie,Shallow Grave,Shallow Grave,0,1994,\N,89,"Crime,Drama,Thriller"
tt0111161,movie,The Shawshank Redemption,The Shawshank Redemption,0,1994,\N,142,Drama
tt0111280,movie,Star Trek: Generations,Star Trek: Generations,0,1994,\N,118,"Action,Adventure,Mystery"
tt0111300,movie,Stranglehold,Stranglehold,0,1994,\N,73,Action
tt0111503,movie,True Lies,True Lies,0,1994,\N,141,"Action,Comedy,Thriller"
tt0111686,movie,New Nightmare,Wes Craven's New Nightmare,0,1994,\N,112,"Fantasy,Horror,Mystery"
tt0112346,movie,The American President,The American President,0,1995,\N,114,"Comedy,Drama,Romance"
tt0112401,movie,Assassins,Assassins,0,1995,\N,133,"Action,Crime,Thriller"
tt0112442,movie,Bad Boys,Bad Boys,0,1995,\N,119,"Action,Comedy,Crime"
tt0112462,movie,Batman Forever,Batman Forever,0,1995,\N,121,"Action,Adventure"
tt0112471,movie,Before Sunrise,Before Sunrise,0,1995,\N,101,"Drama,Romance"
tt0112533,video,Bloodfist VII: Manhunt,Bloodfist VII: Manhunt,0,1995,\N,95,"Action,Thriller"
tt0112571,movie,Boys on the Side,Boys on the Side,0,1995,\N,115,"Comedy,Drama"
tt0112573,movie,Braveheart,Braveheart,0,1995,\N,178,"Biography,Drama,War"
tt0112579,movie,The Bridges of Madison County,The Bridges of Madison County,0,1995,\N,135,"Drama,Romance"
tt0112641,movie,Casino,Casino,0,1995,\N,178,"Crime,Drama"
tt0112697,movie,Clueless,Clueless,0,1995,\N,97,"Comedy,Romance"
tt0112722,movie,Copycat,Copycat,0,1995,\N,123,"Drama,Mystery,Thriller"
tt0112740,movie,Crimson Tide,Crimson Tide,0,1995,\N,116,"Action,Drama,Thriller"
tt0112857,movie,Devil in a Blue Dress,Devil in a Blue Dress,0,1995,\N,102,"Crime,Drama,Mystery"
tt0112864,movie,Die Hard with a Vengeance,Die Hard with a Vengeance,0,1995,\N,128,"Action,Adventure,Thriller"
tt0112887,movie,The Doom Generation,The Doom Generation,0,1995,\N,83,"Comedy,Crime,Drama"
tt0113101,movie,Four Rooms,Four Rooms,0,1995,\N,98,Comedy
tt0113161,movie,Get Shorty,Get Shorty,0,1995,\N,105,"Comedy,Crime,Thriller"
tt0113189,movie,GoldenEye,GoldenEye,0,1995,\N,130,"Action,Adventure,Thriller"
tt0113243,movie,Hackers,Hackers,0,1995,\N,105,"Crime,Drama,Romance"
tt0113253,movie,Halloween: The Curse of Michael Myers,Halloween: The Curse of Michael Myers,0,1995,\N,87,"Horror,Thriller"
tt0113277,movie,Heat,Heat,0,1995,\N,170,"Action,Crime,Drama"
tt0113409,movie,In the Mouth of Madness,In the Mouth of Madness,0,1994,\N,95,"Drama,Fantasy,Horror"
tt0113492,movie,Judge Dredd,Judge Dredd,0,1995,\N,96,"Action,Crime,Sci-Fi"
tt0113537,movie,Kicking and Screaming,Kicking and Screaming,0,1995,\N,96,"Comedy,Drama,Romance"
tt0113540,movie,Kids,Kids,0,1995,\N,91,Drama
tt0113552,movie,Kiss of Death,Kiss of Death,0,1995,\N,101,"Crime,Drama,Thriller"
tt0113627,movie,Leaving Las Vegas,Leaving Las Vegas,0,1995,\N,111,"Drama,Romance"
tt0113677,movie,Living in Oblivion,Living in Oblivion,0,1995,\N,90,"Comedy,Drama"
tt0113690,movie,Lord of Illusions,Lord of Illusions,0,1995,\N,109,"Horror,Mystery,Thriller"
tt0113749,movie,Mallrats,Mallrats,0,1995,\N,94,"Comedy,Romance"
tt0113820,movie,Mighty Morphin Power Rangers,Mighty Morphin Power Rangers: The Movie,0,1995,\N,95,"Action,Adventure,Family"
tt0113972,movie,Nick of Time,Nick of Time,0,1995,\N,90,"Action,Crime,Drama"
tt0113987,movie,Nixon,Nixon,0,1995,\N,192,"Biography,Drama,History"
tt0114011,movie,Now and Then,Now and Then,0,1995,\N,102,"Comedy,Drama,Romance"
tt0114069,movie,Outbreak,Outbreak,0,1995,\N,127,"Action,Drama,Thriller"
tt0114084,movie,Panther,Panther,0,1995,\N,124,Drama
tt0114148,movie,Pocahontas,Pocahontas,0,1995,\N,81,"Adventure,Animation,Drama"
tt0114194,movie,The Prophecy,The Prophecy,0,1995,\N,98,"Action,Crime,Drama"
tt0114369,movie,Se7en,Se7en,0,1995,\N,127,"Crime,Drama,Mystery"
tt0114388,movie,Sense and Sensibility,Sense and Sensibility,0,1995,\N,136,"Drama,Romance"
tt0114436,movie,Showgirls,Showgirls,0,1995,\N,128,Drama
tt0114478,movie,Smoke,Smoke,0,1995,\N,112,"Comedy,Drama"
tt0114558,movie,Strange Days,Strange Days,0,1995,\N,145,"Crime,Drama,Sci-Fi"
tt0114709,movie,Toy Story,Toy Story,0,1995,\N,81,"Adventure,Animation,Comedy"
tt0114746,movie,12 Monkeys,12 Monkeys,0,1995,\N,129,"Mystery,Sci-Fi,Thriller"
tt0114814,movie,The Usual Suspects,The Usual Suspects,0,1995,\N,106,"Crime,Drama,Mystery"
tt0114852,movie,Village of the Damned,Village of the Damned,0,1995,\N,98,"Horror,Sci-Fi,Thriller"
tt0114857,movie,Virtuosity,Virtuosity,0,1995,\N,106,"Action,Crime,Sci-Fi"
tt0114898,movie,Waterworld,Waterworld,0,1995,\N,135,"Action,Adventure,Sci-Fi"
tt0114938,movie,Wild Bill,Wild Bill,0,1995,\N,98,"Action,Biography,Drama"
tt0115632,movie,Basquiat,Basquiat,0,1996,\N,107,"Biography,Drama"
tt0115641,movie,Beavis and Butt-Head Do America,Beavis and Butt-Head Do America,0,1996,\N,81,"Adventure,Animation,Comedy"
tt0115644,movie,Bed of Roses,Bed of Roses,0,1996,\N,87,"Drama,Romance"
tt0115710,movie,Blood and Wine,Blood and Wine,0,1996,\N,101,"Crime,Drama,Thriller"
tt0115734,movie,Bottle Rocket,Bottle Rocket,0,1996,\N,91,"Comedy,Crime,Drama"
tt0115736,movie,Bound,Bound,0,1996,\N,109,"Crime,Thriller"
tt0115759,movie,Broken Arrow,Broken Arrow,0,1996,\N,108,"Action,Adventure,Thriller"
tt0115798,movie,The Cable Guy,The Cable Guy,0,1996,\N,96,"Comedy,Drama,Thriller"
tt0115857,movie,Chain Reaction,Chain Reaction,0,1996,\N,107,"Action,Drama,Sci-Fi"
tt0115907,movie,City Hall,City Hall,0,1996,\N,111,"Crime,Drama,Mystery"
tt0115956,movie,Courage Under Fire,Courage Under Fire,0,1996,\N,116,"Action,Drama,Mystery"
tt0115963,movie,The Craft,The Craft,0,1996,\N,101,"Drama,Fantasy,Horror"
tt0115986,movie,The Crow: City of Angels,The Crow: City of Angels,0,1996,\N,84,"Action,Crime,Fantasy"
tt0116095,movie,Diabolique,Diabolique,0,1996,\N,107,"Drama,Horror,Mystery"
tt0116191,movie,Emma,Emma,0,1996,\N,120,"Comedy,Drama,Romance"
tt0116209,movie,The English Patient,The English Patient,0,1996,\N,162,"Drama,Romance,War"
tt0116225,movie,Escape from L.A.,Escape from L.A.,0,1996,\N,101,"Action,Adventure,Sci-Fi"
tt0116253,movie,Executive Decision,Executive Decision,0,1996,\N,133,"Action,Adventure,Thriller"
tt0116282,movie,Fargo,Fargo,0,1996,\N,98,"Crime,Thriller"
tt0116365,movie,The Frighteners,The Frighteners,0,1996,\N,110,"Comedy,Fantasy,Horror"
tt0116367,movie,From Dusk Till Dawn,From Dusk Till Dawn,0,1996,\N,108,"Action,Crime,Horror"
tt0116409,movie,The Ghost and the Darkness,The Ghost and the Darkness,0,1996,\N,110,"Adventure,Drama,Thriller"
tt0116573,tvMovie,House of the Damned,House of the Damned,0,1996,\N,83,"Action,Horror,Thriller"
tt0116583,movie,The Hunchback of Notre Dame,The Hunchback of Notre Dame,0,1996,\N,91,"Animation,Drama,Family"
tt0116629,movie,Independence Day,Independence Day,0,1996,\N,145,"Action,Adventure,Sci-Fi"
tt0116654,movie,The Island of Dr. Moreau,The Island of Dr. Moreau,0,1996,\N,96,"Horror,Sci-Fi,Thriller"
tt0116695,movie,Jerry Maguire,Jerry Maguire,0,1996,\N,139,"Comedy,Drama,Romance"
tt0116768,movie,Kids in the Hall: Brain Candy,Kids in the Hall: Brain Candy,0,1996,\N,89,Comedy
tt0116830,movie,Last Man Standing,Last Man Standing,0,1996,\N,101,"Action,Crime,Drama"
tt0116905,movie,Lone Star,Lone Star,0,1996,\N,135,"Drama,Mystery,Western"
tt0116908,movie,The Long Kiss Goodnight,The Long Kiss Goodnight,0,1996,\N,121,"Action,Crime,Drama"
tt0116922,movie,Lost Highway,Lost Highway,0,1997,\N,134,"Drama,Mystery,Thriller"
tt0116996,movie,Mars Attacks!,Mars Attacks!,0,1996,\N,106,"Comedy,Sci-Fi"
tt0117057,movie,The Mirror Has Two Faces,The Mirror Has Two Faces,0,1996,\N,126,"Comedy,Drama,Romance"
tt0117060,movie,Mission: Impossible,Mission: Impossible,0,1996,\N,110,"Action,Adventure,Thriller"
tt0117104,movie,Mrs. Winterbourne,Mrs. Winterbourne,0,1996,\N,105,"Comedy,Drama,Romance"
tt0117381,movie,Primal Fear,Primal Fear,0,1996,\N,129,"Crime,Drama,Mystery"
tt0117438,movie,Ransom,Ransom,0,1996,\N,121,"Action,Crime,Thriller"
tt0117500,movie,The Rock,The Rock,0,1996,\N,136,"Action,Adventure,Thriller"
tt0117509,movie,Romeo + Juliet,Romeo + Juliet,0,1996,\N,120,"Drama,Romance"
tt0117571,movie,Scream,Scream,0,1996,\N,111,"Horror,Mystery"
tt0117666,movie,Sling Blade,Sling Blade,0,1996,\N,135,Drama
tt0117705,movie,Space Jam,Space Jam,0,1996,\N,88,"Adventure,Animation,Comedy"
tt0117731,movie,Star Trek: First Contact,Star Trek: First Contact,0,1996,\N,111,"Action,Adventure,Drama"
tt0117802,movie,Swingers,Swingers,0,1996,\N,96,"Comedy,Drama"
tt0117918,movie,Tin Cup,Tin Cup,0,1996,\N,135,"Comedy,Drama,Romance"
tt0117951,movie,Trainspotting,Trainspotting,0,1996,\N,93,Drama
tt0117998,movie,Twister,Twister,0,1996,\N,113,"Action,Adventure,Thriller"
tt0118055,movie,Up Close & Personal,Up Close & Personal,0,1996,\N,124,"Drama,Romance"
tt0118125,movie,The Watermelon Woman,The Watermelon Woman,0,1996,\N,85,"Comedy,Drama,Romance"
tt0118158,movie,White Squall,White Squall,0,1996,\N,129,"Adventure,Drama"
tt0118531,movie,One Eight Seven,One Eight Seven,0,1997,\N,119,"Drama,Thriller"
tt0118548,movie,Absolute Power,Absolute Power,0,1997,\N,121,"Action,Crime,Drama"
tt0118564,movie,Affliction,Affliction,0,1997,\N,114,"Drama,Mystery,Thriller"
tt0118571,movie,Air Force One,Air Force One,0,1997,\N,124,"Action,Crime,Drama"
tt0118583,movie,Alien Resurrection,Alien Resurrection,0,1997,\N,109,"Action,Horror,Sci-Fi"
tt0118604,movie,An American Werewolf in Paris,An American Werewolf in Paris,0,1997,\N,98,"Comedy,Fantasy,Horror"
tt0118617,movie,Anastasia,Anastasia,0,1997,\N,94,"Adventure,Animation,Drama"
tt0118636,movie,Apt Pupil,Apt Pupil,0,1998,\N,111,"Crime,Drama,Thriller"
tt0118647,movie,The Assignment,The Assignment,0,1997,\N,115,"Action,Crime,Thriller"
tt0118655,movie,Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,0,1997,\N,89,"Adventure,Comedy"
tt0118688,movie,Batman & Robin,Batman & Robin,0,1997,\N,125,"Action,Sci-Fi"
tt0118689,movie,Bean,Bean,0,1997,\N,89,"Adventure,Comedy,Family"
tt0118715,movie,The Big Lebowski,The Big Lebowski,0,1998,\N,117,"Comedy,Crime"
tt0118749,movie,Boogie Nights,Boogie Nights,0,1997,\N,155,Drama
tt0118771,movie,Breakdown,Breakdown,0,1997,\N,93,"Crime,Drama,Mystery"
tt0118799,movie,Life Is Beautiful,La vita è bella,0,1997,\N,116,"Comedy,Drama,Romance"
tt0118842,movie,Chasing Amy,Chasing Amy,0,1997,\N,113,"Comedy,Drama,Romance"
tt0118883,movie,Conspiracy Theory,Conspiracy Theory,0,1997,\N,135,"Action,Drama,Mystery"
tt0118884,movie,Contact,Contact,0,1997,\N,150,"Drama,Mystery,Sci-Fi"
tt0118900,movie,Gang Related,Gang Related,0,1997,\N,111,"Action,Crime,Drama"
tt0118929,movie,Dark City,Dark City,0,1998,\N,100,"Fantasy,Mystery,Sci-Fi"
tt0118954,movie,Deconstructing Harry,Deconstructing Harry,0,1997,\N,96,Comedy
tt0118956,movie,Deep Rising,Deep Rising,0,1998,\N,106,"Action,Adventure,Horror"
tt0118971,movie,The Devil's Advocate,The Devil's Advocate,0,1997,\N,144,"Drama,Fantasy,Mystery"
tt0119008,movie,Donnie Brasco,Donnie Brasco,0,1997,\N,127,"Biography,Crime,Drama"
tt0119051,movie,The Edge,The Edge,0,1997,\N,117,"Action,Adventure,Drama"
tt0119081,movie,Event Horizon,Event Horizon,0,1997,\N,96,"Horror,Sci-Fi,Thriller"
tt0119094,movie,Face/Off,Face/Off,0,1997,\N,138,"Action,Crime,Sci-Fi"
tt0119099,movie,Fallen,Fallen,0,1998,\N,124,"Action,Crime,Drama"
tt0119116,movie,The Fifth Element,Le cinquième élément,0,1997,\N,126,"Action,Adventure,Sci-Fi"
tt0119173,movie,G.I. Jane,G.I. Jane,0,1997,\N,125,"Action,Drama,War"
tt0119174,movie,The Game,The Game,0,1997,\N,129,"Drama,Mystery,Thriller"
tt0119177,movie,Gattaca,Gattaca,0,1997,\N,106,"Drama,Sci-Fi,Thriller"
tt0119217,movie,Good Will Hunting,Good Will Hunting,0,1997,\N,126,"Drama,Romance"
tt0119229,movie,Grosse Pointe Blank,Grosse Pointe Blank,0,1997,\N,107,"Action,Comedy,Crime"
tt0119280,movie,Mrs. Brown,Mrs Brown,0,1997,\N,101,"Biography,Drama,History"
tt0119282,movie,Hercules,Hercules,0,1997,\N,93,"Action,Adventure,Animation"
tt0119314,movie,The Horse Whisperer,The Horse Whisperer,0,1998,\N,169,"Drama,Romance,Western"
tt0119345,movie,I Know What You Did Last Summer,I Know What You Did Last Summer,0,1997,\N,101,"Horror,Mystery"
tt0119349,movie,The Ice Storm,The Ice Storm,0,1997,\N,112,Drama
tt0119381,movie,Inventing the Abbotts,Inventing the Abbotts,0,1997,\N,110,"Drama,Romance"
tt0119396,movie,Jackie Brown,Jackie Brown,0,1997,\N,154,"Crime,Drama,Thriller"
tt0119485,movie,Kundun,Kundun,0,1997,\N,134,"Biography,Drama,History"
tt0119488,movie,L.A. Confidential,L.A. Confidential,0,1997,\N,138,"Crime,Drama,Mystery"
tt0119528,movie,Liar Liar,Liar Liar,0,1997,\N,86,"Comedy,Fantasy"
tt0119567,movie,The Lost World: Jurassic Park,The Lost World: Jurassic Park,0,1997,\N,129,"Action,Adventure,Sci-Fi"
tt0119643,movie,Meet Joe Black,Meet Joe Black,0,1998,\N,178,"Drama,Fantasy,Romance"
tt0119654,movie,Men in Black,Men in Black,0,1997,\N,98,"Action,Adventure,Comedy"
tt0119664,movie,Metro,Metro,0,1997,\N,117,"Action,Comedy,Crime"
tt0119675,movie,Mimic,Mimic,0,1997,\N,105,"Horror,Sci-Fi"
tt0119738,movie,My Best Friend's Wedding,My Best Friend's Wedding,0,1997,\N,105,"Comedy,Drama,Romance"
tt0119822,movie,As Good as It Gets,As Good as It Gets,0,1997,\N,139,"Comedy,Drama,Romance"
tt0119925,movie,The Postman,The Postman,0,1997,\N,177,"Action,Adventure,Drama"
tt0120004,movie,The Relic,The Relic,0,1997,\N,110,"Horror,Mystery,Sci-Fi"
tt0120053,movie,The Saint,The Saint,0,1997,\N,116,"Action,Adventure,Romance"
tt0120082,movie,Scream 2,Scream 2,0,1997,\N,120,"Horror,Mystery"
tt0120157,movie,Soldier,Soldier,0,1998,\N,99,"Action,Drama,Sci-Fi"
tt0120174,tvMovie,Spacejacked,Spacejacked,0,1997,\N,89,"Action,Sci-Fi"
tt0120177,movie,Spawn,Spawn,0,1997,\N,96,"Action,Crime,Drama"
tt0120184,movie,Sphere,Sphere,0,1998,\N,134,"Action,Mystery,Sci-Fi"
tt0120188,movie,Three Kings,Three Kings,0,1999,\N,114,"Action,Adventure,Comedy"
tt0120201,movie,Starship Troopers,Starship Troopers,0,1997,\N,129,"Action,Adventure,Sci-Fi"
tt0120202,movie,State and Main,State and Main,0,2000,\N,105,"Comedy,Drama"
tt0120238,movie,SubUrbia,SubUrbia,0,1996,\N,121,"Comedy,Drama"
tt0120255,movie,The Sweet Hereafter,The Sweet Hereafter,0,1997,\N,112,Drama
tt0120324,movie,A Simple Plan,A Simple Plan,0,1998,\N,121,"Crime,Drama,Thriller"
tt0120338,movie,Titanic,Titanic,0,1997,\N,194,"Drama,Romance"
tt0120347,movie,Tomorrow Never Dies,Tomorrow Never Dies,0,1997,\N,119,"Action,Adventure,Thriller"
tt0120382,movie,The Truman Show,The Truman Show,0,1998,\N,103,"Comedy,Drama"
tt0120399,movie,U Turn,U Turn,0,1997,\N,125,"Crime,Drama,Thriller"
tt0120586,movie,American History X,American History X,0,1998,\N,119,"Crime,Drama"
tt0120587,movie,Antz,Antz,0,1998,\N,83,"Adventure,Animation,Comedy"
tt0120591,movie,Armageddon,Armageddon,0,1998,\N,151,"Action,Adventure,Sci-Fi"
tt0120601,movie,Being John Malkovich,Being John Malkovich,0,1999,\N,113,"Comedy,Drama,Fantasy"
tt0120603,movie,Beloved,Beloved,0,1998,\N,172,"Drama,History,Horror"
tt0120611,movie,Blade,Blade,0,1998,\N,120,"Action,Horror,Sci-Fi"
tt0120616,movie,The Mummy,The Mummy,0,1999,\N,124,"Action,Adventure,Fantasy"
tt0120618,movie,Breakfast of Champions,Breakfast of Champions,0,1999,\N,110,Comedy
tt0120633,movie,A Civil Action,A Civil Action,0,1998,\N,115,"Biography,Drama"
tt0120646,movie,The Deep End of the Ocean,The Deep End of the Ocean,0,1999,\N,106,Drama
tt0120655,movie,Dogma,Dogma,0,1999,\N,130,"Adventure,Comedy,Drama"
tt0120660,movie,Enemy of the State,Enemy of the State,0,1998,\N,132,"Action,Thriller"
tt0120663,movie,Eyes Wide Shut,Eyes Wide Shut,0,1999,\N,159,"Drama,Mystery,Thriller"
tt0120667,movie,Fantastic Four,Fantastic Four,0,2005,\N,106,"Action,Adventure,Fantasy"
tt0120669,movie,Fear and Loathing in Las Vegas,Fear and Loathing in Las Vegas,0,1998,\N,118,"Adventure,Comedy,Drama"
tt0120684,movie,Gods and Monsters,Gods and Monsters,0,1998,\N,105,"Biography,Drama"
tt0120686,movie,Stepmom,Stepmom,0,1998,\N,125,"Comedy,Drama"
tt0120689,movie,The Green Mile,The Green Mile,0,1999,\N,189,"Crime,Drama,Fantasy"
tt0120694,movie,Halloween H20: 20 Years Later,Halloween H20: 20 Years Later,0,1998,\N,86,"Horror,Thriller"
tt0120696,movie,Hard Rain,Hard Rain,0,1998,\N,97,"Action,Crime,Drama"
tt0120735,movie,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",0,1998,\N,107,"Action,Comedy,Crime"
tt0120737,movie,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,0,2001,\N,178,"Action,Adventure,Drama"
tt0120738,movie,Lost in Space,Lost in Space,0,1998,\N,130,"Action,Adventure,Sci-Fi"
tt0120744,movie,The Man in the Iron Mask,The Man in the Iron Mask,0,1998,\N,132,"Action,Adventure,Drama"
tt0120751,movie,Mighty Joe Young,Mighty Joe Young,0,1998,\N,114,"Action,Adventure,Family"
tt0120755,movie,Mission: Impossible II,Mission: Impossible II,0,2000,\N,123,"Action,Adventure,Thriller"
tt0120762,movie,Mulan,Mulan,0,1998,\N,87,"Adventure,Animation,Comedy"
tt0120770,movie,A Night at the Roxbury,A Night at the Roxbury,0,1998,\N,82,"Comedy,Music,Romance"
tt0120773,movie,The Odd Couple II,The Odd Couple II,0,1998,\N,97,"Adventure,Comedy"
tt0120780,movie,Out of Sight,Out of Sight,0,1998,\N,123,"Comedy,Crime,Drama"
tt0120784,movie,Payback,Payback,0,1999,\N,100,"Action,Crime,Drama"
tt0120789,movie,Pleasantville,Pleasantville,0,1998,\N,124,"Comedy,Drama,Fantasy"
tt0120791,movie,Practical Magic,Practical Magic,0,1998,\N,104,"Comedy,Drama,Fantasy"
tt0120801,tvMovie,RKO 281,RKO 281,0,1999,\N,86,"Biography,Drama"
tt0120804,movie,Resident Evil,Resident Evil,0,2002,\N,100,"Action,Horror,Sci-Fi"
tt0120812,movie,Rush Hour,Rush Hour,0,1998,\N,98,"Action,Comedy,Crime"
tt0120815,movie,Saving Private Ryan,Saving Private Ryan,0,1998,\N,169,"Drama,War"
tt0120824,movie,The Shipping News,The Shipping News,0,2001,\N,111,Drama
tt0120832,movie,Snake Eyes,Snake Eyes,0,1998,\N,98,"Crime,Mystery,Thriller"
tt0120834,movie,Snow Falling on Cedars,Snow Falling on Cedars,0,1999,\N,127,"Drama,Mystery,Romance"
tt0120844,movie,Star Trek: Insurrection,Star Trek: Insurrection,0,1998,\N,103,"Action,Adventure,Sci-Fi"
tt0120855,movie,Tarzan,Tarzan,0,1999,\N,88,"Adventure,Animation,Comedy"
tt0120860,video,From Dusk Till Dawn 2: Texas Blood Money,From Dusk Till Dawn 2: Texas Blood Money,0,1999,\N,88,"Crime,Horror,Thriller"
tt0120863,movie,The Thin Red Line,The Thin Red Line,0,1998,\N,170,"Drama,History,War"
tt0120885,movie,Wag the Dog,Wag the Dog,0,1997,\N,97,"Comedy,Drama"
tt0120888,movie,The Wedding Singer,The Wedding Singer,0,1998,\N,97,"Comedy,Music,Romance"
tt0120890,movie,Wild Things,Wild Things,0,1998,\N,108,"Crime,Drama,Mystery"
tt0120891,movie,Wild Wild West,Wild Wild West,0,1999,\N,106,"Action,Comedy,Sci-Fi"
tt0120902,movie,The X Files,The X Files,0,1998,\N,121,"Drama,Mystery,Sci-Fi"
tt0120903,movie,X-Men,X-Men,0,2000,\N,104,"Action,Adventure,Sci-Fi"
tt0120906,movie,Zero Effect,Zero Effect,0,1998,\N,116,"Comedy,Crime,Drama"
tt0120907,movie,eXistenZ,eXistenZ,0,1999,\N,97,"Horror,Mystery,Sci-Fi"
tt0120915,movie,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,0,1999,\N,136,"Action,Adventure,Fantasy"
tt0121765,movie,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,0,2002,\N,142,"Action,Adventure,Fantasy"
tt0121766,movie,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,0,2005,\N,140,"Action,Adventure,Fantasy"
tt0122151,movie,Lethal Weapon 4,Lethal Weapon 4,0,1998,\N,127,"Action,Crime,Thriller"
tt0122459,movie,Return to Me,Return to Me,0,2000,\N,115,"Comedy,Drama,Romance"
tt0122529,movie,Henry Fool,Henry Fool,0,1997,\N,137,"Comedy,Drama"
tt0122690,movie,Ronin,Ronin,0,1998,\N,122,"Action,Crime,Thriller"
tt0122933,movie,Analyze This,Analyze This,0,1999,\N,103,"Comedy,Crime"
tt0123755,movie,Cube,Cube,0,1997,\N,90,"Horror,Mystery,Sci-Fi"
tt0123964,movie,Life,Life,0,1999,\N,108,"Comedy,Crime,Drama"
tt0124198,movie,Very Bad Things,Very Bad Things,0,1998,\N,100,"Comedy,Crime,Thriller"
tt0124298,movie,Blast from the Past,Blast from the Past,0,1999,\N,112,"Comedy,Drama,Romance"
tt0124315,movie,The Cider House Rules,The Cider House Rules,0,1999,\N,126,"Drama,Romance"
tt0125439,movie,Notting Hill,Notting Hill,0,1999,\N,124,"Comedy,Drama,Romance"
tt0125664,movie,Man on the Moon,Man on the Moon,0,1999,\N,118,"Biography,Comedy,Drama"
tt0126029,movie,Shrek,Shrek,0,2001,\N,90,"Adventure,Animation,Comedy"
tt0126388,movie,Legionnaire,Legionnaire,0,1998,\N,99,"Action,Adventure,Drama"
tt0126886,movie,Election,Election,0,1999,\N,103,"Comedy,Romance"
tt0127536,movie,Elizabeth,Elizabeth,0,1998,\N,124,"Biography,Drama,History"
tt0128442,movie,Rounders,Rounders,0,1998,\N,121,"Crime,Drama"
tt0128445,movie,Rushmore,Rushmore,0,1998,\N,93,"Comedy,Drama,Romance"
tt0128853,movie,You've Got Mail,You've Got Mail,0,1998,\N,119,"Comedy,Drama,Romance"
