laureates_id,prize_id,given_name,family_name,gender,birth_date,birth_city,birth_country,birth_country_now,birth_continent,death_date,death_city,death_country,death_country_now,death_continent
93,357,Dennis,Gabor,male,1900-06-05,Budapest,Hungary,Hungary,Europe,1979-02-08,London,United Kingdom,United Kingdom,Europe
397,358,Earl W.,"Sutherland, Jr.",male,1915-11-19,"Burlingame, KS",USA,USA,North America,1974-03-09,"Miami, FL",USA,USA,North America
241,359,Christian,Anfinsen,male,1916-03-26,"Monessen, PA",USA,USA,North America,1995-05-14,"Randallstown, MD",USA,USA,North America
242,359,Stanford,Moore,male,1913-09-04,"Chicago, IL",USA,USA,North America,1982-08-23,"New York, NY",USA,USA,North America
243,359,William H.,Stein,male,1911-06-25,"New York, NY",USA,USA,North America,1980-02-02,"New York, NY",USA,USA,North America
681,360,John R.,Hicks,male,1904-04-08,Warwick,United Kingdom,United Kingdom,Europe,1989-05-20,Blockley,United Kingdom,United Kingdom,Europe
682,360,Kenneth J.,Arrow,male,1921-08-23,"New York, NY",USA,USA,North America,2017-02-21,"Palo Alto, CA",USA,USA,North America
647,361,Heinrich,Böll,male,1917-12-21,Cologne,Germany,Germany,Europe,1985-07-16,Bornheim-Merten,West Germany,Germany,Europe
66,363,John,Bardeen,male,1908-05-23,"Madison, WI",USA,USA,North America,1991-01-30,"Boston, MA",USA,USA,North America
95,363,Leon N.,Cooper,male,1930-02-28,"New York, NY",USA,USA,North America,2024-10-23,"Providence, RI",USA,USA,North America
96,363,Robert,Schrieffer,male,1931-05-31,"Oak Park, IL",USA,USA,North America,2019-07-27,"Tallahassee, FL",USA,USA,North America
398,364,Gerald M.,Edelman,male,1929-07-01,"New York, NY",USA,USA,North America,2014-05-17,"La Jolla, CA",USA,USA,North America
399,364,Rodney R.,Porter,male,1917-10-08,Newton-le-Willows,United Kingdom,United Kingdom,Europe,1985-09-06,Winchester,United Kingdom,United Kingdom,Europe
244,365,Ernst Otto,Fischer,male,1918-11-10,Munich,Germany,Germany,Europe,2007-07-23,Munich,Germany,Germany,Europe
245,365,Geoffrey,Wilkinson,male,1921-07-14,Todmorden,United Kingdom,United Kingdom,Europe,1996-09-26,London,United Kingdom,United Kingdom,Europe
683,366,Wassily,Leontief,male,1906-08-05,St. Petersburg,Russia,Russia,Europe,1999-02-05,"New York, NY",USA,USA,North America
648,367,Patrick,White,male,1912-05-28,London,United Kingdom,United Kingdom,Europe,1990-09-30,Sydney,Australia,Australia,Oceania
530,368,Henry,Kissinger,male,1923-05-27,Fürth,Germany,Germany,Europe,2023-11-29,"Kent, CT",USA,USA,North America
531,368,Le Duc Tho,NA,male,1911-10-14,Nam Ha province,Vietnam,Vietnam,Asia,1990-10-13,Hanoi,Vietnam,Vietnam,Asia
99,369,Brian D.,Josephson,male,1940-01-04,Cardiff,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
98,369,Ivar,Giaever,male,1929-04-05,Bergen,Norway,Norway,Europe,NA,NA,NA,NA,NA
97,369,Leo,Esaki,male,1925-03-12,Osaka,Japan,Japan,Asia,NA,NA,NA,NA,NA
400,370,Karl,von Frisch,male,1886-11-20,Vienna,Austria,Austria,Europe,1982-06-12,Munich,West Germany,Germany,Europe
401,370,Konrad,Lorenz,male,1903-11-07,Vienna,Austria,Austria,Europe,1989-02-27,Vienna,Austria,Austria,Europe
402,370,Nikolaas,Tinbergen,male,1907-04-15,the Hague,the Netherlands,the Netherlands,Europe,1988-12-21,Oxford,United Kingdom,United Kingdom,Europe
246,371,Paul J.,Flory,male,1910-06-19,"Sterling, IL",USA,USA,North America,1985-09-08,"Big Sur, CA",USA,USA,North America
685,372,Friedrich,von Hayek,male,1899-05-08,Vienna,Austria,Austria,Europe,1992-03-23,Freiburg,Germany,Germany,Europe
684,372,Gunnar,Myrdal,male,1898-12-06,Skattungbyn,Sweden,Sweden,Europe,1987-05-17,Stockholm,Sweden,Sweden,Europe
649,373,Eyvind,Johnson,male,1900-07-29,Svartbjörnsbyn,Sweden,Sweden,Europe,1976-08-25,Stockholm,Sweden,Sweden,Europe
650,373,Harry,Martinson,male,1904-05-06,Jämshög,Sweden,Sweden,Europe,1978-02-11,Stockholm,Sweden,Sweden,Europe
533,374,Eisaku,Satō,male,1901-03-27,Tabuse,Japan,Japan,Asia,1975-06-03,Tokyo,Japan,Japan,Asia
532,374,Seán,MacBride,male,1904-01-26,Paris,France,France,Europe,1988-01-15,Dublin,Ireland,Ireland,Europe
101,375,Antony,Hewish,male,1924-05-11,Fowey,United Kingdom,United Kingdom,Europe,2021-09-13,NA,NA,NA,NA
100,375,Martin,Ryle,male,1918-09-27,Brighton,United Kingdom,United Kingdom,Europe,1984-10-14,Cambridge,United Kingdom,United Kingdom,Europe
403,376,Albert,Claude,male,1898-08-24,Longlier,Belgium,Belgium,Europe,1983-05-22,Brussels,Belgium,Belgium,Europe
404,376,Christian,de Duve,male,1917-10-02,Thames Ditton,United Kingdom,United Kingdom,Europe,2013-05-04,Nethen,Belgium,Belgium,Europe
405,376,George E.,Palade,male,1912-11-19,Iasi,Romania,Romania,Europe,2008-10-07,"Del Mar, CA",USA,USA,North America
247,377,John,Cornforth,male,1917-09-07,Sydney,Australia,Australia,Oceania,2013-12-08,NA,NA,NA,NA
248,377,Vladimir,Prelog,male,1906-07-23,Sarajevo,Austria-Hungary,Bosnia and Herzegovina,Europe,1998-01-07,Zurich,Switzerland,Switzerland,Europe
686,378,Leonid Vitaliyevich,Kantorovich,male,1912-01-19,St. Petersburg,Russian Empire,Russia,Europe,1986-04-07,Moscow,USSR,Russia,Europe
687,378,Tjalling C.,Koopmans,male,1910-08-28,'s Graveland,the Netherlands,the Netherlands,Europe,1985-02-26,"New Haven, CT",USA,USA,North America
651,379,Eugenio,Montale,male,1896-10-12,Genoa,Italy,Italy,Europe,1981-09-12,Milan,Italy,Italy,Europe
534,380,Andrei,Sakharov,male,1921-05-21,Moscow,Russia,Russia,Europe,1989-12-14,Moscow,USSR,Russia,Europe
102,381,Aage N.,Bohr,male,1922-06-19,Copenhagen,Denmark,Denmark,Europe,2009-09-08,Copenhagen,Denmark,Denmark,Europe
103,381,Ben R.,Mottelson,male,1926-07-09,"Chicago, IL",USA,USA,North America,2022-05-13,NA,NA,NA,NA
104,381,James,Rainwater,male,1917-12-09,"Council, ID",USA,USA,North America,1986-05-31,"Yonkers, NY",USA,USA,North America
406,382,David,Baltimore,male,1938-03-07,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
408,382,Howard M.,Temin,male,1934-12-10,"Philadelphia, PA",USA,USA,North America,1994-02-09,"Madison, WI",USA,USA,North America
407,382,Renato,Dulbecco,male,1914-02-22,Catanzaro,Italy,Italy,Europe,2012-02-19,"La Jolla, CA",USA,USA,North America
249,383,William,Lipscomb,male,1919-12-09,"Cleveland, OH",USA,USA,North America,2011-04-14,"Cambridge, MA",USA,USA,North America
688,384,Milton,Friedman,male,1912-07-31,"Brooklyn, NY",USA,USA,North America,2006-11-16,"San Francisco, CA",USA,USA,North America
652,385,Saul,Bellow,male,1915-06-10,Montreal,Canada,Canada,North America,2005-04-05,"Brookline, MA",USA,USA,North America
535,386,Betty,Williams,female,1943-05-22,Belfast,Northern Ireland,Northern Ireland,Europe,2020-03-17,Belfast,Northern Ireland,Northern Ireland,Europe
536,386,Mairead,Corrigan,female,1944-01-27,Belfast,Northern Ireland,Northern Ireland,Europe,NA,NA,NA,NA,NA
105,387,Burton,Richter,male,1931-03-22,"Brooklyn, NY",USA,USA,North America,2018-07-18,"Stanford, CA",USA,USA,North America
106,387,Samuel C.C.,Ting,male,1936-01-27,"Ann Arbor, MI",USA,USA,North America,NA,NA,NA,NA,NA
409,388,Baruch S.,Blumberg,male,1925-07-28,"New York, NY",USA,USA,North America,2011-04-05,"Moffett Field, CA",USA,USA,North America
410,388,D. Carleton,Gajdusek,male,1923-09-09,"Yonkers, NY",USA,USA,North America,2008-12-12,Tromsø,Norway,Norway,Europe
250,389,Ilya,Prigogine,male,1917-01-25,Moscow,Russia,Russia,Europe,2003-05-28,Brussels,Belgium,Belgium,Europe
689,390,Bertil,Ohlin,male,1899-04-23,Klippan,Sweden,Sweden,Europe,1979-08-03,Vålådalen,Sweden,Sweden,Europe
690,390,James E.,Meade,male,1907-06-23,Swanage,United Kingdom,United Kingdom,Europe,1995-12-22,Cambridge,United Kingdom,United Kingdom,Europe
653,391,Vicente,Aleixandre,male,1898-04-26,Sevilla,Spain,Spain,Europe,1984-12-14,Madrid,Spain,Spain,Europe
109,393,John H.,Van Vleck,male,1899-03-13,"Middletown, CT",USA,USA,North America,1980-10-27,"Cambridge, MA",USA,USA,North America
107,393,Philip W.,Anderson,male,1923-12-13,"Indianapolis, IN",USA,USA,North America,2020-03-29,"Princeton, NJ",USA,USA,North America
108,393,Sir Nevill F.,Mott,male,1905-09-30,Leeds,United Kingdom,United Kingdom,Europe,1996-08-08,Milton Keynes,United Kingdom,United Kingdom,Europe
412,394,Andrew V.,Schally,male,1926-11-30,Wilno,Poland,Lithuania,Europe,2024-10-17,"Miami Beach, FL",USA,USA,North America
411,394,Roger,Guillemin,male,1924-01-11,Dijon,France,France,Europe,2024-02-21,"Del Mar, CA",USA,USA,North America
413,394,Rosalyn,Yalow,female,1921-07-19,"New York, NY",USA,USA,North America,2011-05-30,"New York, NY",USA,USA,North America
251,395,Peter,Mitchell,male,1920-09-29,Mitcham,United Kingdom,United Kingdom,Europe,1992-04-10,Bodmin,United Kingdom,United Kingdom,Europe
691,396,Herbert,Simon,male,1916-06-15,"Milwaukee, WI",USA,USA,North America,2001-02-09,"Pittsburgh, PA",USA,USA,North America
654,397,Isaac Bashevis,Singer,male,1904-07-14,Leoncin,Russian Empire,Poland,Europe,1991-07-24,"Surfside, FL",USA,USA,North America
538,398,Anwar,al-Sadat,male,1918-12-25,Mit Abu al-Kawm,Egypt,Egypt,Africa,1981-10-06,Cairo,Egypt,Egypt,Africa
539,398,Menachem,Begin,male,1913-08-16,Brest Litovsk,Russian Empire,Belarus,Europe,1992-03-09,Tel Aviv,Israel,Israel,Asia
111,399,Arno,Penzias,male,1933-04-26,Munich,Germany,Germany,Europe,2024-01-22,"San Francisco, CA",USA,USA,North America
110,399,Pyotr,Kapitsa,male,1894-07-09,Kronshtadt,Russian Empire,Russia,Europe,1984-04-08,Moscow,USSR,Russia,Europe
112,399,Robert Woodrow,Wilson,male,1936-01-10,"Houston, TX",USA,USA,North America,NA,NA,NA,NA,NA
415,400,Daniel,Nathans,male,1928-10-30,"Wilmington, DE",USA,USA,North America,1999-11-16,"Baltimore, MD",USA,USA,North America
416,400,Hamilton O.,Smith,male,1931-08-23,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
414,400,Werner,Arber,male,1929-06-03,Gränichen,Switzerland,Switzerland,Europe,NA,NA,NA,NA,NA
253,401,Georg,Wittig,male,1897-06-16,Berlin,Germany,Germany,Europe,1987-08-26,Heidelberg,West Germany,Germany,Europe
252,401,Herbert C.,Brown,male,1912-05-22,London,United Kingdom,United Kingdom,Europe,2004-12-19,"Lafayette, IN",USA,USA,North America
693,402,Sir Arthur,Lewis,male,1915-01-23,Castries,British West Indies,Saint Lucia,North America,1991-06-15,Bridgetown,Barbados,Barbados,North America
692,402,Theodore W.,Schultz,male,1902-04-30,"Arlington, SD",USA,USA,North America,1998-02-26,"Evanston, IL",USA,USA,North America
655,403,Odysseus,Elytis,male,1911-11-02,Iráklion,Crete,Greece,Europe,1996-03-18,Athens,Greece,Greece,Europe
540,404,Anjezë Gonxhe,Bojaxhiu,female,1910-08-26,Uskup,Ottoman Empire,North Macedonia,Europe,1997-09-05,Calcutta,India,India,Asia
114,405,Abdus,Salam,male,1926-01-29,Jhang Maghiāna,India,Pakistan,Asia,1996-11-21,Oxford,United Kingdom,United Kingdom,Europe
113,405,Sheldon,Glashow,male,1932-12-05,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
115,405,Steven,Weinberg,male,1933-05-03,"New York, NY",USA,USA,North America,2021-07-23,"Austin, TX",USA,USA,North America
417,406,Allan M.,Cormack,male,1924-02-23,Johannesburg,South Africa,South Africa,Africa,1998-05-07,"Winchester, MA",USA,USA,North America
418,406,Godfrey N.,Hounsfield,male,1919-08-28,Newark,United Kingdom,United Kingdom,Europe,2004-08-12,Kingston upon Thames,United Kingdom,United Kingdom,Europe
222,407,Frederick,Sanger,male,1918-08-13,Rendcombe,United Kingdom,United Kingdom,Europe,2013-11-19,Cambridge,United Kingdom,United Kingdom,Europe
254,407,Paul,Berg,male,1926-06-30,"New York, NY",USA,USA,North America,2023-02-15,"Stanford, CA",USA,USA,North America
255,407,Walter,Gilbert,male,1932-03-21,"Boston, MA",USA,USA,North America,NA,NA,NA,NA,NA
694,408,Lawrence R.,Klein,male,1920-09-14,"Omaha, NE",USA,USA,North America,2013-10-20,"Gladwyne, PA",USA,USA,North America
657,409,Czesław,Miłosz,male,1911-06-30,Śeteniai,Russian Empire,Lithuania,Europe,2004-08-14,Kraków,Poland,Poland,Europe
541,410,Adolfo,Pérez Esquivel,male,1931-11-26,Buenos Aires,Argentina,Argentina,South America,NA,NA,NA,NA,NA
116,411,James,Cronin,male,1931-09-29,"Chicago, IL",USA,USA,North America,2016-08-25,"St. Paul, MN",USA,USA,North America
117,411,Val,Fitch,male,1923-03-10,"Merriman, NE",USA,USA,North America,2015-02-05,"Princeton, NJ",USA,USA,North America
419,412,Baruj,Benacerraf,male,1920-10-29,Caracas,Venezuela,Venezuela,South America,2011-08-02,"Boston, MA",USA,USA,North America
421,412,George D.,Snell,male,1903-12-19,"Bradford, MA",USA,USA,North America,1996-06-06,"Bar Harbor, ME",USA,USA,North America
420,412,Jean,Dausset,male,1916-10-19,Toulouse,France,France,Europe,2009-06-06,"Palma, Majorca",Spain,Spain,Europe
257,413,Kenichi,Fukui,male,1918-10-04,Nara,Japan,Japan,Asia,1998-01-09,Kyoto,Japan,Japan,Asia
258,413,Roald,Hoffmann,male,1937-07-18,Zloczov,Poland,Ukraine,Europe,NA,NA,NA,NA,NA
695,414,James,Tobin,male,1918-03-05,"Champaign, IL",USA,USA,North America,2002-03-11,"New Haven, CT",USA,USA,North America
658,415,Elias,Canetti,male,1905-07-25,Ruse,Bulgaria,Bulgaria,Europe,1994-08-14,Zurich,Switzerland,Switzerland,Europe
119,417,Arthur L.,Schawlow,male,1921-05-05,"Mount Vernon, NY",USA,USA,North America,1999-04-28,"Palo Alto, CA",USA,USA,North America
120,417,Kai M.,Siegbahn,male,1918-04-20,Lund,Sweden,Sweden,Europe,2007-07-20,Ängelholm,Sweden,Sweden,Europe
118,417,Nicolaas,Bloembergen,male,1920-03-11,Dordrecht,the Netherlands,the Netherlands,Europe,2017-09-05,"Tucson, AZ",USA,USA,North America
423,418,David H.,Hubel,male,1926-02-27,"Windsor, ON",Canada,Canada,North America,2013-09-22,"Lincoln, MA",USA,USA,North America
422,418,Roger W.,Sperry,male,1913-08-20,"Hartford, CT",USA,USA,North America,1994-04-17,"Pasadena, CA",USA,USA,North America
424,418,Torsten N.,Wiesel,male,1924-06-03,Uppsala,Sweden,Sweden,Europe,NA,NA,NA,NA,NA
259,419,Aaron,Klug,male,1926-08-11,Zelvas,Lithuania,Lithuania,Europe,2018-11-20,NA,NA,NA,NA
696,420,George J.,Stigler,male,1911-01-17,"Renton, WA",USA,USA,North America,1991-12-01,"Chicago, IL",USA,USA,North America
659,421,Gabriel,García Márquez,male,1927-03-06,Aracataca,Colombia,Colombia,South America,2014-04-17,Mexico City,Mexico,Mexico,North America
544,422,Alfonso,García Robles,male,1911-03-20,Zamora,Mexico,Mexico,North America,1991-09-02,Mexico City,Mexico,Mexico,North America
543,422,Alva,Myrdal,female,1902-01-31,Uppsala,Sweden,Sweden,Europe,1986-02-01,Stockholm,Sweden,Sweden,Europe
121,423,Kenneth G.,Wilson,male,1936-06-08,"Waltham, MA",USA,USA,North America,2013-06-15,"Saco, ME",USA,USA,North America
426,424,Bengt I.,Samuelsson,male,1934-05-21,Halmstad,Sweden,Sweden,Europe,2024-07-05,Mölle,Sweden,Sweden,Europe
427,424,John R.,Vane,male,1927-03-29,Tardebigg,United Kingdom,United Kingdom,Europe,2004-11-19,Farnborough,United Kingdom,United Kingdom,Europe
425,424,Sune K.,Bergström,male,1916-01-10,Stockholm,Sweden,Sweden,Europe,2004-08-15,Stockholm,Sweden,Sweden,Europe
260,425,Henry,Taube,male,1915-11-30,Neudorf,Canada,Canada,North America,2005-11-16,"Stanford, CA",USA,USA,North America
697,426,Gerard,Debreu,male,1921-07-04,Calais,France,France,Europe,2004-12-31,Paris,France,France,Europe
660,427,William,Golding,male,1911-09-19,Newquay,United Kingdom,United Kingdom,Europe,1993-06-19,Perranarworthal,United Kingdom,United Kingdom,Europe
545,428,Lech,Wałęsa,male,1943-09-29,Popowo,Poland,Poland,Europe,NA,NA,NA,NA,NA
122,429,Subrahmanyan,Chandrasekhar,male,1910-10-19,Lahore,India,Pakistan,Asia,1995-08-21,"Chicago, IL",USA,USA,North America
123,429,William A.,Fowler,male,1911-08-09,"Pittsburgh, PA",USA,USA,North America,1995-03-14,"Pasadena, CA",USA,USA,North America
428,430,Barbara,McClintock,female,1902-06-16,"Hartford, CT",USA,USA,North America,1992-09-02,"Huntington, NY",USA,USA,North America
261,431,Bruce,Merrifield,male,1921-07-15,"Fort Worth, TX",USA,USA,North America,2006-05-14,"Cresskill, NJ",USA,USA,North America
698,432,Richard,Stone,male,1913-08-30,London,United Kingdom,United Kingdom,Europe,1991-12-06,Cambridge,United Kingdom,United Kingdom,Europe
661,433,Jaroslav,Seifert,male,1901-09-23,Prague,Austria-Hungary,Czech Republic,Europe,1986-01-10,Prague,Czechoslovakia,Czech Republic,Europe
546,434,Desmond,Tutu,male,1931-10-07,Klerksdorp,South Africa,South Africa,Africa,2021-12-26,Cape Town,South Africa,South Africa,Africa
124,435,Carlo,Rubbia,male,1934-03-31,Gorizia,Italy,Italy,Europe,NA,NA,NA,NA,NA
125,435,Simon,van der Meer,male,1925-11-24,the Hague,the Netherlands,the Netherlands,Europe,2011-03-04,Geneva,Switzerland,Switzerland,Europe
431,436,César,Milstein,male,1927-10-08,Bahia Blanca,Argentina,Argentina,South America,2002-03-24,Cambridge,United Kingdom,United Kingdom,Europe
430,436,Georges J.F.,Köhler,male,1946-04-17,Munich,Germany,Germany,Europe,1995-03-01,Freiburg im Breisgau,Germany,Germany,Europe
429,436,Niels K.,Jerne,male,1911-12-23,London,United Kingdom,United Kingdom,Europe,1994-10-07,Castillon-du-Gard,France,France,Europe
262,437,Herbert A.,Hauptman,male,1917-02-14,"New York, NY",USA,USA,North America,2011-10-23,"Buffalo, NY",USA,USA,North America
263,437,Jerome,Karle,male,1918-06-18,"New York, NY",USA,USA,North America,2013-06-06,"Annandale, VA",USA,USA,North America
699,438,Franco,Modigliani,male,1918-06-18,Rome,Italy,Italy,Europe,2003-09-25,"Cambridge, MA",USA,USA,North America
662,439,Claude,Simon,male,1913-10-10,Tananarive,Madagascar,Madagascar,Africa,2005-07-06,Paris,France,France,Europe
126,441,Klaus,von Klitzing,male,1943-06-28,Schroda,German-occupied Poland,Poland,Europe,NA,NA,NA,NA,NA
433,442,Joseph L.,Goldstein,male,1940-04-18,"Sumter, SC",USA,USA,North America,NA,NA,NA,NA,NA
432,442,Michael S.,Brown,male,1941-04-13,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
264,443,Dudley R.,Herschbach,male,1932-06-18,"San José, CA",USA,USA,North America,NA,NA,NA,NA,NA
266,443,John C.,Polanyi,male,1929-01-23,Berlin,Germany,Germany,Europe,NA,NA,NA,NA,NA
265,443,Yuan T.,Lee,male,1936-11-19,Hsinchu,Taiwan,Taiwan,Asia,NA,NA,NA,NA,NA
700,444,James M.,Buchanan Jr.,male,1919-10-03,"Murfreesboro, TN",USA,USA,North America,2013-01-09,"Blacksburg, VA",USA,USA,North America
663,445,Wole,Soyinka,male,1934-07-13,Abeokuta,Nigeria,Nigeria,Africa,NA,NA,NA,NA,NA
548,446,Elie,Wiesel,male,1928-09-30,Sighet,Romania,Romania,Europe,2016-07-02,"New York, NY",USA,USA,North America
127,447,Ernst,Ruska,male,1906-12-25,Heidelberg,Germany,Germany,Europe,1988-05-27,West Berlin,Germany,Germany,Europe
128,447,Gerd,Binnig,male,1947-07-20,Frankfurt-on-the-Main,West Germany,Germany,Europe,NA,NA,NA,NA,NA
129,447,Heinrich,Rohrer,male,1933-06-06,Buchs,Switzerland,Switzerland,Europe,2013-05-16,Wollerau,Switzerland,Switzerland,Europe
435,448,Rita,Levi-Montalcini,female,1909-04-22,Turin,Italy,Italy,Europe,2012-12-30,Rome,Italy,Italy,Europe
434,448,Stanley,Cohen,male,1922-11-17,"Brooklyn, NY",USA,USA,North America,2020-02-05,"Nashville, TN",USA,USA,North America
269,449,Charles J.,Pedersen,male,1904-10-03,Pusan,Korea,South Korea,Asia,1989-10-26,"Salem, NJ",USA,USA,North America
267,449,Donald J.,Cram,male,1919-04-22,"Chester, VT",USA,USA,North America,2001-06-17,"Palm Desert, CA",USA,USA,North America
268,449,Jean-Marie,Lehn,male,1939-09-30,Rosheim,France,France,Europe,NA,NA,NA,NA,NA
701,450,Robert M.,Solow,male,1924-08-23,"Brooklyn, NY",USA,USA,North America,2023-12-21,"Lexington, MA",USA,USA,North America
664,451,Joseph,Brodsky,male,1940-05-24,Leningrad,USSR,Russia,Europe,1996-01-28,"New York, NY",USA,USA,North America
549,452,Oscar,Arias Sánchez,male,1940-09-13,Heredia,Costa Rica,Costa Rica,North America,NA,NA,NA,NA,NA
130,453,J. Georg,Bednorz,male,1950-05-16,Neuenkirchen,West Germany,Germany,Europe,NA,NA,NA,NA,NA
131,453,K. Alex,Müller,male,1927-04-20,Basel,Switzerland,Switzerland,Europe,2023-01-09,Zurich,Switzerland,Switzerland,Europe
436,454,Susumu,Tonegawa,male,1939-09-05,Nagoya,Japan,Japan,Asia,NA,NA,NA,NA,NA
272,455,Hartmut,Michel,male,1948-07-18,Ludwigsburg,West Germany,Germany,Europe,NA,NA,NA,NA,NA
270,455,Johann,Deisenhofer,male,1943-09-30,Zusamaltheim,Germany,Germany,Europe,NA,NA,NA,NA,NA
271,455,Robert,Huber,male,1937-02-20,Munich,Germany,Germany,Europe,NA,NA,NA,NA,NA
702,456,Maurice,Allais,male,1911-05-31,Paris,France,France,Europe,2010-10-09,Paris,France,France,Europe
665,457,Naguib,Mahfouz,male,1911-12-11,Cairo,Egypt,Egypt,Africa,2006-08-30,Cairo,Egypt,Egypt,Africa
134,459,Jack,Steinberger,male,1921-05-25,Bad Kissingen,Germany,Germany,Europe,2020-12-12,Geneva,Switzerland,Switzerland,Europe
132,459,Leon M.,Lederman,male,1922-07-15,"New York, NY",USA,USA,North America,2018-10-03,"Rexburg, ID",USA,USA,North America
133,459,Melvin,Schwartz,male,1932-11-02,"New York, NY",USA,USA,North America,2006-08-28,"Twin Falls, ID",USA,USA,North America
439,460,George H.,Hitchings,male,1905-04-18,"Hoquiam, WA",USA,USA,North America,1998-02-27,"Chapel Hill, NC",USA,USA,North America
438,460,Gertrude B.,Elion,female,1918-01-23,"New York, NY",USA,USA,North America,1999-02-21,"Chapel Hill, NC",USA,USA,North America
437,460,Sir James W.,Black,male,1924-06-14,Uddingston,Scotland,Scotland,Europe,2010-03-21,NA,NA,NA,NA
273,461,Sidney,Altman,male,1939-05-07,Montreal,Canada,Canada,North America,2022-04-05,"Rockleigh, NJ",USA,USA,North America
274,461,Thomas R.,Cech,male,1947-12-08,"Chicago, IL",USA,USA,North America,NA,NA,NA,NA,NA
703,462,Trygve,Haavelmo,male,1911-12-13,Skedsmo,Norway,Norway,Europe,1999-07-26,Oslo,Norway,Norway,Europe
666,463,Camilo José,Cela,male,1916-05-11,Iria Flavia,Spain,Spain,Europe,2002-01-17,Madrid,Spain,Spain,Europe
551,464,Lhamo,Thondup,male,1935-07-06,Taktser,Tibet,China,Asia,NA,NA,NA,NA,NA
136,465,Hans G.,Dehmelt,male,1922-09-09,Görlitz,Prussia,Germany,Europe,2017-03-07,"Seattle, WA",USA,USA,North America
135,465,Norman F.,Ramsey,male,1915-08-27,"Washington, D.C.",USA,USA,North America,2011-11-04,"Wayland, MA",USA,USA,North America
137,465,Wolfgang,Paul,male,1913-08-10,Lorenzkirch,Germany,Germany,Europe,1993-12-07,Bonn,Germany,Germany,Europe
441,466,Harold E.,Varmus,male,1939-12-18,"Oceanside, NY",USA,USA,North America,NA,NA,NA,NA,NA
440,466,J. Michael,Bishop,male,1936-02-22,"York, PA",USA,USA,North America,NA,NA,NA,NA,NA
275,467,Elias James,Corey,male,1928-07-12,"Methuen, MA",USA,USA,North America,NA,NA,NA,NA,NA
704,468,Harry M.,Markowitz,male,1927-08-24,"Chicago, IL",USA,USA,North America,2023-06-22,"San Diego, CA",USA,USA,North America
705,468,Merton H.,Miller,male,1923-05-16,"Boston, MA",USA,USA,North America,2000-06-03,"Chicago, IL",USA,USA,North America
706,468,William F.,Sharpe,male,1934-06-16,"Boston, MA",USA,USA,North America,NA,NA,NA,NA,NA
667,469,Octavio,Paz,male,1914-03-31,Mexico City,Mexico,Mexico,North America,1998-04-19,Mexico City,Mexico,Mexico,North America
552,470,Mikhail,Gorbachev,male,1931-03-02,Privolnoye,USSR,Russia,Europe,2022-08-30,Moscow,Russia,Russia,Europe
139,471,Henry W.,Kendall,male,1926-12-09,"Boston, MA",USA,USA,North America,1999-02-15,"Wakulla Springs State Park, FL",USA,USA,North America
138,471,Jerome I.,Friedman,male,1930-03-28,"Chicago, IL",USA,USA,North America,NA,NA,NA,NA,NA
140,471,Richard E.,Taylor,male,1929-11-02,"Medicine Hat, Alberta",Canada,Canada,North America,2018-02-22,"Stanford, CA",USA,USA,North America
443,472,E. Donnall,Thomas,male,1920-03-15,"Mart, TX",USA,USA,North America,2012-10-20,"Seattle, WA",USA,USA,North America
442,472,Joseph E.,Murray,male,1919-04-01,"Milford, MA",USA,USA,North America,2012-11-26,"Boston, MA",USA,USA,North America
276,473,Richard R.,Ernst,male,1933-08-14,Winterthur,Switzerland,Switzerland,Europe,2021-06-04,Winterthur,Switzerland,Switzerland,Europe
707,474,Ronald H.,Coase,male,1910-12-29,Willesden,United Kingdom,United Kingdom,Europe,2013-09-02,"Chicago, IL",USA,USA,North America
668,475,Nadine,Gordimer,female,1923-11-20,Springs,South Africa,South Africa,Africa,2014-07-13,Johannesburg,South Africa,South Africa,Africa
553,476,Aung San Suu Kyi,NA,female,1945-06-19,Rangoon,Burma,Myanmar,Asia,NA,NA,NA,NA,NA
141,477,Pierre-Gilles,de Gennes,male,1932-10-24,Paris,France,France,Europe,2007-05-18,Orsay,France,France,Europe
445,478,Bert,Sakmann,male,1942-06-12,Stuttgart,Germany,Germany,Europe,NA,NA,NA,NA,NA
444,478,Erwin,Neher,male,1944-03-20,Landsberg,Germany,Germany,Europe,NA,NA,NA,NA,NA
277,479,Rudolph A.,Marcus,male,1923-07-21,Montreal,Canada,Canada,North America,NA,NA,NA,NA,NA
708,480,Gary,Becker,male,1930-12-02,"Pottsville, PA",USA,USA,North America,2014-05-03,"Chicago, IL",USA,USA,North America
669,481,Derek,Walcott,male,1930-01-23,Castries,Saint Lucia,Saint Lucia,North America,2017-03-17,Gros-Islet,Saint Lucia,Saint Lucia,North America
554,482,Rigoberta,Menchú Tum,female,1959-01-09,Aldea Chimel,Guatemala,Guatemala,North America,NA,NA,NA,NA,NA
142,483,Georges,Charpak,male,1924-08-01,Dabrovica,Poland,Poland,Europe,2010-09-29,Paris,France,France,Europe
446,484,Edmond H.,Fischer,male,1920-04-06,Shanghai,China,China,Asia,2021-08-27,"Seattle, WA",USA,USA,North America
